trial_id,test_rmse,r2,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/latent_dim,config/channels1,config/channels2,config/kernel_size,config/pool_kernel,config/ssl_lambda,config/ssl_weight,config/augment_const,config/recon_weight,config/epochs,config/lr,config/head_dims_list
bcb22cdd,1.1723859310150146,0.11694215222147619,1763604546,,True,1,2025-11-20_03-09-06,1.3826820850372314,1.3826820850372314,897612,dis-m17,145.94.32.28,1.3826820850372314,1,"21_augment_const=0.2000,channels1=16,channels2=16,epochs=100,head_dims_list=64_32,kernel_size=3,latent_dim=32,lr=0.0050,pool_kernel=3,recon_weight=0.1000,ssl_lambda=0.1000,ssl_weight=0.1000",32,16,16,3,3,0.1,0.1,0.2,0.1,100,0.005,"[64, 32]"
da186625,1.0718493461608887,0.009778766843173692,1763604570,,True,1,2025-11-20_03-09-30,19.81430435180664,19.81430435180664,897894,dis-m17,145.94.32.28,19.81430435180664,1,"22_augment_const=0.2000,channels1=32,channels2=16,epochs=100,head_dims_list=64_32,kernel_size=9,latent_dim=8,lr=0.0100,pool_kernel=2,recon_weight=1.0000,ssl_lambda=0.0100,ssl_weight=1.0000",8,32,16,9,2,0.01,1.0,0.2,1.0,100,0.01,"[64, 32]"
e442e16e,1.0953432321548462,-0.05411930856906011,1763604600,,True,1,2025-11-20_03-10-00,26.12494397163391,26.12494397163391,898323,dis-m17,145.94.32.28,26.12494397163391,1,"23_augment_const=0.1000,channels1=32,channels2=32,epochs=100,head_dims_list=128_64,kernel_size=7,latent_dim=16,lr=0.0050,pool_kernel=3,recon_weight=0.1000,ssl_lambda=0.5000,ssl_weight=0.5000",16,32,32,7,3,0.5,0.5,0.1,0.1,100,0.005,"[128, 64]"
4bc6933a,1.0101743936538696,0.12460325718517373,1763604606,,True,1,2025-11-20_03-10-06,1.3728010654449463,1.3728010654449463,898805,dis-m17,145.94.32.28,1.3728010654449463,1,"24_augment_const=0.2000,channels1=12,channels2=16,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=32,lr=0.0050,pool_kernel=2,recon_weight=0.1000,ssl_lambda=0.5000,ssl_weight=0.1000",32,12,16,3,2,0.5,0.1,0.2,0.1,100,0.005,"[128, 64]"
def0c772,1.1063952445983887,0.03559942170173758,1763604612,,True,1,2025-11-20_03-10-12,2.3692355155944824,2.3692355155944824,899085,dis-m17,145.94.32.28,2.3692355155944824,1,"25_augment_const=0.2000,channels1=16,channels2=32,epochs=100,head_dims_list=64_32,kernel_size=9,latent_dim=12,lr=0.0050,pool_kernel=4,recon_weight=0.1000,ssl_lambda=0.1000,ssl_weight=1.0000",12,16,32,9,4,0.1,1.0,0.2,0.1,100,0.005,"[64, 32]"
e2852ad1,1.2222996950149536,0.08539477284428709,1763604616,,True,1,2025-11-20_03-10-16,1.3801853656768799,1.3801853656768799,899375,dis-m17,145.94.32.28,1.3801853656768799,1,"26_augment_const=0.2000,channels1=12,channels2=32,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=32,lr=0.0010,pool_kernel=3,recon_weight=0.5000,ssl_lambda=1.0000,ssl_weight=0.5000",32,12,32,3,3,1.0,0.5,0.2,0.5,100,0.001,"[128, 64]"
c4b607e8,1.072252869606018,-0.02492928463615751,1763604622,,True,1,2025-11-20_03-10-22,1.496375322341919,1.496375322341919,899652,dis-m17,145.94.32.28,1.496375322341919,1,"27_augment_const=0.0500,channels1=32,channels2=16,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=12,lr=0.0050,pool_kernel=3,recon_weight=1.0000,ssl_lambda=0.0100,ssl_weight=1.0000",12,32,16,3,3,0.01,1.0,0.05,1.0,100,0.005,"[128, 64]"
60da538f,1.0772449970245361,0.15632260781323415,1763604627,,True,1,2025-11-20_03-10-27,1.441481113433838,1.441481113433838,899934,dis-m17,145.94.32.28,1.441481113433838,1,"28_augment_const=0.0500,channels1=12,channels2=32,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=32,lr=0.0100,pool_kernel=2,recon_weight=0.5000,ssl_lambda=0.5000,ssl_weight=0.1000",32,12,32,3,2,0.5,0.1,0.05,0.5,100,0.01,"[128, 64]"
2dd2bea5,1.0288914442062378,0.10791127494754482,1763604632,,True,1,2025-11-20_03-10-32,1.4665946960449219,1.4665946960449219,900211,dis-m17,145.94.32.28,1.4665946960449219,1,"29_augment_const=0.2000,channels1=32,channels2=8,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=12,lr=0.0100,pool_kernel=3,recon_weight=0.5000,ssl_lambda=0.0100,ssl_weight=0.1000",12,32,8,3,3,0.01,0.1,0.2,0.5,100,0.01,"[128, 64]"
178e72da,1.0664278268814087,0.09077317734357304,1763604636,,True,1,2025-11-20_03-10-36,1.3274548053741455,1.3274548053741455,900489,dis-m17,145.94.32.28,1.3274548053741455,1,"30_augment_const=0.1000,channels1=12,channels2=8,epochs=100,head_dims_list=64_32,kernel_size=3,latent_dim=12,lr=0.0010,pool_kernel=3,recon_weight=1.0000,ssl_lambda=0.5000,ssl_weight=0.5000",12,12,8,3,3,0.5,0.5,0.1,1.0,100,0.001,"[64, 32]"
