trial_id,test_rmse,r2,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/latent_dims,config/hidden_dims,config/depth,config/batch_size,config/lr,config/epochs,config/window_size,config/z_pooling_method
2fe2e_00162,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00163,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00164,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00165,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00166,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00167,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00168,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00169,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00170,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00171,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00172,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00173,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00174,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00175,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00176,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00177,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00178,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00179,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00180,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00181,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00182,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00183,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00184,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00185,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00186,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00187,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00188,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00189,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00190,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00191,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00192,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00193,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00194,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00195,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00196,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00197,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00198,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00199,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00200,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00201,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00202,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00203,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00204,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00205,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00206,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00207,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00208,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00209,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00210,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00211,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00212,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00213,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00214,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00215,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00216,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00217,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00218,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00219,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00220,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00221,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00222,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00223,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00224,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00225,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00226,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00227,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00228,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00229,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00230,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00231,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00232,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00233,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00234,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00235,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00236,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00237,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00238,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00239,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00240,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00241,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00242,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00243,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00244,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00245,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00246,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00247,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00248,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00249,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00250,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00251,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00252,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00253,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00254,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00255,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00256,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00257,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00258,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00259,,,,,,,,,,,,,,,,,,,,,,,
